飯店名稱,評論分數,館內熱門設施,住客評論(前3則),行政區,地址,緯度,經度,房型名稱,價格,可住宿人數,房型圖片網址,飯店連結,星等
三隻老虎旅店,8.1,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、暖氣,「住的非常舒服，推薦大家來住。」 | 「辦理入住櫃檯的兩隻狗狗超讚😍😍」 | 「很棒，有機會下次再來！應有盡有。冷氣很涼，熱水夠熱，不夠熱還可以自己調，水量充足！有電梯，可以搭乘。房間乾淨。」,萬華區,台北萬華區3F,25.043683386989876,121.50460157540692,標準房,3033,2,#RD62628426,https://www.booking.com/hotel/tw/triple-tiger-taipei.zh-tw.html,2
三隻老虎旅店,8.1,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、暖氣,「住的非常舒服，推薦大家來住。」 | 「辦理入住櫃檯的兩隻狗狗超讚😍😍」 | 「很棒，有機會下次再來！應有盡有。冷氣很涼，熱水夠熱，不夠熱還可以自己調，水量充足！有電梯，可以搭乘。房間乾淨。」,萬華區,台北萬華區3F,25.043683386989876,121.50460157540692,標準房,3466,2,#RD62628423,https://www.booking.com/hotel/tw/triple-tiger-taipei.zh-tw.html,2
北門臥客青年旅舍,8.8,禁菸客房、免費無線網路、露台、洗衣、電梯、行李寄存、每日清潔服務,「床很穩固，不會因翻身弄出聲響 住宿樓層就有公共用餐區，不需特地到二樓 到大稻埕很快、離寧夏夜市也不遠」 | 「住宿地點鄰近捷運站、附近也有超商，晚上想買點宵夜都很方便。」 | 「地點方便，員工友善，床鋪舒適」,大同區,台北大同區甘谷街26號2樓,25.05275788958657,121.51090564293963,標準房,7689,4,#RD140517308,https://www.booking.com/hotel/tw/we-come-hostel.zh-tw.html,2
北門臥客青年旅舍,8.8,禁菸客房、免費無線網路、露台、洗衣、電梯、行李寄存、每日清潔服務,「床很穩固，不會因翻身弄出聲響 住宿樓層就有公共用餐區，不需特地到二樓 到大稻埕很快、離寧夏夜市也不遠」 | 「住宿地點鄰近捷運站、附近也有超商，晚上想買點宵夜都很方便。」 | 「地點方便，員工友善，床鋪舒適」,大同區,台北大同區甘谷街26號2樓,25.05275788958657,121.51090564293963,標準房,5598,2,#RD140517334,https://www.booking.com/hotel/tw/we-come-hostel.zh-tw.html,2
北門臥客青年旅舍,8.8,禁菸客房、免費無線網路、露台、洗衣、電梯、行李寄存、每日清潔服務,「床很穩固，不會因翻身弄出聲響 住宿樓層就有公共用餐區，不需特地到二樓 到大稻埕很快、離寧夏夜市也不遠」 | 「住宿地點鄰近捷運站、附近也有超商，晚上想買點宵夜都很方便。」 | 「地點方便，員工友善，床鋪舒適」,大同區,台北大同區甘谷街26號2樓,25.05275788958657,121.51090564293963,標準房,1999,1,#RD140517336,https://www.booking.com/hotel/tw/we-come-hostel.zh-tw.html,2
北門臥客青年旅舍,8.8,禁菸客房、免費無線網路、露台、洗衣、電梯、行李寄存、每日清潔服務,「床很穩固，不會因翻身弄出聲響 住宿樓層就有公共用餐區，不需特地到二樓 到大稻埕很快、離寧夏夜市也不遠」 | 「住宿地點鄰近捷運站、附近也有超商，晚上想買點宵夜都很方便。」 | 「地點方便，員工友善，床鋪舒適」,大同區,台北大同區甘谷街26號2樓,25.05275788958657,121.51090564293963,標準房,2199,1,#RD140517335,https://www.booking.com/hotel/tw/we-come-hostel.zh-tw.html,2
陸號行旅萬年館,7.9,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、每日清潔服務,「地點方便」 | 「在西門捷運站附近，交通便利，萬年大樓很容易找到！ 炎熱的夏天，回到住宿吹冷氣超讚，還有可移動式的衣架感覺非常方便！另外櫃台旁有咖啡機，但是很可惜這次台北行程緊湊，沒有享用免費咖啡!!」 | 「櫃檯友善，位置好，吃逛很方便」,萬華區,台北萬華區西寧南路70號6樓,25.04352624419985,121.5060679614544,標準房,4980,4,#RD36630404,https://www.booking.com/hotel/tw/taipei-ecfa.zh-tw.html,3
旅居文旅西門驛站昆明館,8.5,禁菸客房、免費無線網路、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,「晚班櫃檯，人很友善！」 | 「地點不錯，在西門區所以買手信，逛街，吃飯，買小食甜點也很方便。 房間算很寬敞。」 | 「乾淨，服務人員熱心協助」,萬華區,台北萬華區昆明街142號7樓,25.04246673996633,121.5046302974224,標準房,7090,4,#RD25410112,https://www.booking.com/hotel/tw/kingshi-taipei.zh-tw.html,3
旅居文旅西門驛站昆明館,8.5,禁菸客房、免費無線網路、機場接駁車、家庭房、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務,「晚班櫃檯，人很友善！」 | 「地點不錯，在西門區所以買手信，逛街，吃飯，買小食甜點也很方便。 房間算很寬敞。」 | 「乾淨，服務人員熱心協助」,萬華區,台北萬華區昆明街142號7樓,25.04246673996633,121.5046302974224,標準房,6080,3,#RD25410111,https://www.booking.com/hotel/tw/kingshi-taipei.zh-tw.html,3
欣欣時尚旅店松山站,7.3,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,松山區,台北松山區8F,25.049890302538856,121.5706447927513,標準房,4500,4,#RD127178603,https://www.booking.com/hotel/tw/shinshin-hotel-songshan.zh-tw.html,2
欣欣時尚旅店松山站,7.3,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,松山區,台北松山區8F,25.049890302538856,121.5706447927513,標準房,4000,3,#RD127178606,https://www.booking.com/hotel/tw/shinshin-hotel-songshan.zh-tw.html,2
欣欣時尚旅店松山站,7.3,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,松山區,台北松山區8F,25.049890302538856,121.5706447927513,標準房,3200,2,#RD127178601,https://www.booking.com/hotel/tw/shinshin-hotel-songshan.zh-tw.html,2
欣欣時尚旅店松山站,7.3,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,松山區,台北松山區8F,25.049890302538856,121.5706447927513,標準房,3500,2,#RD127178602,https://www.booking.com/hotel/tw/shinshin-hotel-songshan.zh-tw.html,2
欣欣時尚旅店松山站,7.3,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,松山區,台北松山區8F,25.049890302538856,121.5706447927513,標準房,3800,2,#RD127178604,https://www.booking.com/hotel/tw/shinshin-hotel-songshan.zh-tw.html,2
新獅城商務旅館New Lion City Hotel,7.4,禁菸客房、免費無線網路、電梯、行李寄存,無,大同區,台北大同區華陰街179號3樓,25.050288,121.515555,標準房,4588,4,#RD1005217405,https://www.booking.com/hotel/tw/xin-shi-cheng-shang-wu-lu-dian.zh-tw.html,4
新獅城商務旅館New Lion City Hotel,7.4,禁菸客房、免費無線網路、電梯、行李寄存,無,大同區,台北大同區華陰街179號3樓,25.050288,121.515555,標準房,3088,2,#RD1005217401,https://www.booking.com/hotel/tw/xin-shi-cheng-shang-wu-lu-dian.zh-tw.html,4
新獅城商務旅館New Lion City Hotel,7.4,禁菸客房、免費無線網路、電梯、行李寄存,無,大同區,台北大同區華陰街179號3樓,25.050288,121.515555,標準房,3288,2,#RD1005217404,https://www.booking.com/hotel/tw/xin-shi-cheng-shang-wu-lu-dian.zh-tw.html,4
救國團劍潭海外青年活動中心 ,7.8,禁菸客房、免費無線網路、停車場、餐廳、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐,「交通方便，鄰近士林夜市，腹地廣大非常優美。」 | 「地點及周邊環境很棒」 | 「離士林夜市很近，環境很好，這次訂的是六人房，一人一床感覺很舒服，床墊不軟不硬剛好適中，房內兩廁兩浴也很方便」,士林區,台北士林區中山北路四段16號,25.0775919567304,121.52444511652,標準房,5558,4,#RD262229305,https://www.booking.com/hotel/tw/chientan-youth-activity-centre.zh-tw.html,3
救國團劍潭海外青年活動中心 ,7.8,禁菸客房、免費無線網路、停車場、餐廳、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐,「交通方便，鄰近士林夜市，腹地廣大非常優美。」 | 「地點及周邊環境很棒」 | 「離士林夜市很近，環境很好，這次訂的是六人房，一人一床感覺很舒服，床墊不軟不硬剛好適中，房內兩廁兩浴也很方便」,士林區,台北士林區中山北路四段16號,25.0775919567304,121.52444511652,標準房,3420,2,#RD262229306,https://www.booking.com/hotel/tw/chientan-youth-activity-centre.zh-tw.html,3
西門邑居會館,6.4,禁菸客房、免費無線網路、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,萬華區,台北萬華區西寧南路79號,25.0461538,121.5070438,標準房,5780,4,#RD1070682404,https://www.booking.com/hotel/tw/xi-men-yi-ju-hui-guan-tai-bei-shi.zh-tw.html,4
西門邑居會館,6.4,禁菸客房、免費無線網路、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,萬華區,台北萬華區西寧南路79號,25.0461538,121.5070438,標準房,5654,3,無,https://www.booking.com/hotel/tw/xi-men-yi-ju-hui-guan-tai-bei-shi.zh-tw.html,4
西門邑居會館,6.4,禁菸客房、免費無線網路、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,萬華區,台北萬華區西寧南路79號,25.0461538,121.5070438,標準房,7112,4,#RD1070682406,https://www.booking.com/hotel/tw/xi-men-yi-ju-hui-guan-tai-bei-shi.zh-tw.html,4
西門邑居會館,6.4,禁菸客房、免費無線網路、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,萬華區,台北萬華區西寧南路79號,25.0461538,121.5070438,標準房,3582,3,#RD1070682402,https://www.booking.com/hotel/tw/xi-men-yi-ju-hui-guan-tai-bei-shi.zh-tw.html,4
西門邑居會館,6.4,禁菸客房、免費無線網路、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,萬華區,台北萬華區西寧南路79號,25.0461538,121.5070438,標準房,3296,2,無,https://www.booking.com/hotel/tw/xi-men-yi-ju-hui-guan-tai-bei-shi.zh-tw.html,4
西門邑居會館,6.4,禁菸客房、免費無線網路、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,萬華區,台北萬華區西寧南路79號,25.0461538,121.5070438,標準房,4032,3,#RD1070682403,https://www.booking.com/hotel/tw/xi-men-yi-ju-hui-guan-tai-bei-shi.zh-tw.html,4
西門邑居會館,6.4,禁菸客房、免費無線網路、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,萬華區,台北萬華區西寧南路79號,25.0461538,121.5070438,標準房,3629,2,無,https://www.booking.com/hotel/tw/xi-men-yi-ju-hui-guan-tai-bei-shi.zh-tw.html,4
西門邑居會館,6.4,禁菸客房、免費無線網路、家庭房、洗衣、電梯、行李寄存、每日清潔服務,無,萬華區,台北萬華區西寧南路79號,25.0461538,121.5070438,標準房,1962,2,#RD1070682407,https://www.booking.com/hotel/tw/xi-men-yi-ju-hui-guan-tai-bei-shi.zh-tw.html,4
能量旅店,9.1,禁菸客房、免費無線網路、客房服務、機場接駁車、餐廳、家庭房、24 小時接待櫃檯、洗衣、電梯、早餐評價很好,「房間非常安靜~冷氣會冷也安靜!!!隔壁或上下樓層隔音也很OK~」 | 「櫃檯小姐很親切，服務態度非常好！」 | 「鬧中取靜的地方，隔音很好不吵，房間也很乾淨，連皮膚敏感的老公，都給很高的評價。」,萬華區,台北萬華區康定路25巷38號,25.04357,121.504547,標準房,7114,4,#RD167507303,https://www.booking.com/hotel/tw/neng-liang-lu-dian.zh-tw.html,3
能量旅店,9.1,禁菸客房、免費無線網路、客房服務、機場接駁車、餐廳、家庭房、24 小時接待櫃檯、洗衣、電梯、早餐評價很好,「房間非常安靜~冷氣會冷也安靜!!!隔壁或上下樓層隔音也很OK~」 | 「櫃檯小姐很親切，服務態度非常好！」 | 「鬧中取靜的地方，隔音很好不吵，房間也很乾淨，連皮膚敏感的老公，都給很高的評價。」,萬華區,台北萬華區康定路25巷38號,25.04357,121.504547,標準房,4006,2,#RD167507315,https://www.booking.com/hotel/tw/neng-liang-lu-dian.zh-tw.html,3
采舍精品旅館,7.4,禁菸客房、免費無線網路、客房服務、機場接駁車、家庭房、24 小時接待櫃檯、露台、電梯、行李寄存、每日清潔服務,無,中山區,台北中山區農安街34號3樓,25.06479336893596,121.52677059173584,標準房,4000,4,#RD26765407,https://www.booking.com/hotel/tw/nong-an-hui-guan.zh-tw.html,3
頭等艙飯店 台北西門,7.8,禁菸客房、免費無線網路、客房服務、24 小時接待櫃檯,「離西門近」 | 「很棒以後有機會會繼續進住」 | 「離捷運站很近 很方便」,中正區,台北中正區中華路一段59號,25.04136244226,121.508434142565,標準房,5184,4,#RD1216483506,https://www.booking.com/hotel/tw/tou-deng-cang-fan-dian-tai-bei-xi-men.zh-tw.html,4
福爾摩莎101青年旅館,8.1,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐評價還不錯,「房間有窗戶，空間對於單人住宿真的很剛好，附近生活機能也很剛好！一出旅宿就是公車站，半夜入住需要補給隔壁就是全家，離上課地點台大也很近！對面還有一個觀光夜市，內部還有家樂福跟寶雅，非常方便！」 | 「離夜市近👍、乾淨，房間位置大。」 | 「1、地點：地點很好，在臨江街夜市旁邊。 2、安靜：住客品質蠻好的，不會有過度吵鬧的情形。 3、房間：很小巧，但蠻舒適的。 4、有24小時入住服務。」,信義區,台北信義區嘉興里基隆路二段115號12樓,25.02873423486801,121.55709061771633,標準房,6426,4,#RD116366304,https://www.booking.com/hotel/tw/formosa-101.zh-tw.html,4
福爾摩莎101青年旅館,8.1,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐評價還不錯,「房間有窗戶，空間對於單人住宿真的很剛好，附近生活機能也很剛好！一出旅宿就是公車站，半夜入住需要補給隔壁就是全家，離上課地點台大也很近！對面還有一個觀光夜市，內部還有家樂福跟寶雅，非常方便！」 | 「離夜市近👍、乾淨，房間位置大。」 | 「1、地點：地點很好，在臨江街夜市旁邊。 2、安靜：住客品質蠻好的，不會有過度吵鬧的情形。 3、房間：很小巧，但蠻舒適的。 4、有24小時入住服務。」,信義區,台北信義區嘉興里基隆路二段115號12樓,25.02873423486801,121.55709061771633,標準房,1377,1,#RD116366306,https://www.booking.com/hotel/tw/formosa-101.zh-tw.html,4
福爾摩莎101青年旅館,8.1,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、早餐評價還不錯,「房間有窗戶，空間對於單人住宿真的很剛好，附近生活機能也很剛好！一出旅宿就是公車站，半夜入住需要補給隔壁就是全家，離上課地點台大也很近！對面還有一個觀光夜市，內部還有家樂福跟寶雅，非常方便！」 | 「離夜市近👍、乾淨，房間位置大。」 | 「1、地點：地點很好，在臨江街夜市旁邊。 2、安靜：住客品質蠻好的，不會有過度吵鬧的情形。 3、房間：很小巧，但蠻舒適的。 4、有24小時入住服務。」,信義區,台北信義區嘉興里基隆路二段115號12樓,25.02873423486801,121.55709061771633,標準房,1377,1,#RD116366318,https://www.booking.com/hotel/tw/formosa-101.zh-tw.html,4
